itemid,code,type,category,label,description
60044,026 ,HFCA_DRG,NA,NA,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL P
60045,027 ,HFCA_DRG,NA,NA,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL P
60046,027 ,HFCA_DRG,NA,NA,"TRAUMATIC STUPOR & COMA, COMA >1 HR     "
60047,028 ,HFCA_DRG,NA,NA,SPINAL PROCEDURES W MCC                 
60048,028 ,HFCA_DRG,NA,NA,"TRAUMATIC STUPOR & COMA, COMA <1 HR AGE "
60049,028 ,HFCA_DRG,NA,NA,"TRAUMATIC STUPOR & COMA, COMA > 1HR AGE "
60050,029 ,HFCA_DRG,NA,NA,SPINAL PROCEDURES W CC OR SPINAL NEUROST
60051,029 ,HFCA_DRG,NA,NA,"TRAUMATIC STUPOR & COMA, COMA <1 HR AGE "
60052,029 ,HFCA_DRG,NA,NA,"TRAUMATIC STUPOR & COMA, COMA > 1HR AGE "
60053,030 ,HFCA_DRG,NA,NA,SPINAL PROCEDURES W/O CC/MCC            
60054,030 ,HFCA_DRG,NA,NA,"TRAUMATIC STUPOR & COMA, COMA <1 HR AGE "
60055,031 ,HFCA_DRG,NA,NA,CONCUSSION AGE >17 WITH CC              
60056,031 ,HFCA_DRG,NA,NA,VENTRICULAR SHUNT PROCEDURES W MCC      
60057,032 ,HFCA_DRG,NA,NA,CONCUSSION AGE >17 W/O CC               
60058,032 ,HFCA_DRG,NA,NA,VENTRICULAR SHUNT PROCEDURES W CC       
60059,033 ,HFCA_DRG,NA,NA,CONCUSSION AGE 0-17                     
60060,034 ,HFCA_DRG,NA,NA,CAROTID ARTERY STENT PROCEDURE W MCC    
60061,034 ,HFCA_DRG,NA,NA,OTHER DISORDERS OF NERVOUS SYSTEM WITH C
60062,035 ,HFCA_DRG,NA,NA,CAROTID ARTERY STENT PROCEDURE W CC     
101641,8849 ,PROCEDURE,NA,NA,CONTRAST ARTERIOGRAM NEC 
101642,8850 ,PROCEDURE,NA,NA,ANGIOCARDIOGRAPHY NOS    
101643,8851 ,PROCEDURE,NA,NA,VENA CAV ANGIOCARDIOGRAM 
101644,8852 ,PROCEDURE,NA,NA,RT HEART ANGIOCARDIOGRAM 
101645,8853 ,PROCEDURE,NA,NA,LT HEART ANGIOCARDIOGRAM 
101646,8854 ,PROCEDURE,NA,NA,RT & LT HEART ANGIOCARD  
101647,8855 ,PROCEDURE,NA,NA,CORONAR ARTERIOGR-1 CATH 
101648,8856 ,PROCEDURE,NA,NA,CORONAR ARTERIOGR-2 CATH 
101649,8857 ,PROCEDURE,NA,NA,CORONARY ARTERIOGRAM NEC 
101650,8858 ,PROCEDURE,NA,NA,NEGATVE-CONTR CARDIOGRAM 
101651,8860 ,PROCEDURE,NA,NA,CONTRAST PHLEBOGRAM NOS  
101652,8861 ,PROCEDURE,NA,NA,CONTR PHLEBOGRAM-HD/NECK 
101653,8862 ,PROCEDURE,NA,NA,CONTR PHLEBOGRAM-PULMON  
101654,8863 ,PROCEDURE,NA,NA,THORAC CONTR PHLEBOG NEC 
101655,8864 ,PROCEDURE,NA,NA,PORTAL CONTR PHLEBOGRAM  
101656,8865 ,PROCEDURE,NA,NA,ABD CONTR PHLEBOGRAM NEC 
101657,8866 ,PROCEDURE,NA,NA,CONTRAST PHLEBOGRAM-LEG  
101658,8867 ,PROCEDURE,NA,NA,CONTRAST PHLEBOGRAM NEC  
101659,8868 ,PROCEDURE,NA,NA,IMPEDANCE PHLEBOGRAM     
101660,8871 ,PROCEDURE,NA,NA,DX ULTRASOUND-HEAD/NECK  
101661,8872 ,PROCEDURE,NA,NA,DX ULTRASOUND-HEART      
101662,8873 ,PROCEDURE,NA,NA,DX ULTRASOUND-THORAX NEC 
101663,8874 ,PROCEDURE,NA,NA,DX ULTRASOUND-DIGESTIVE  
101664,8875 ,PROCEDURE,NA,NA,DX ULTRASOUND-URINARY    
101665,8876 ,PROCEDURE,NA,NA,DX ULTRASOUND-ABDOMEN    
101666,8877 ,PROCEDURE,NA,NA,DX ULTRASOUND-VASCULAR   
101667,8879 ,PROCEDURE,NA,NA,DX ULTRASOUND NEC        
101668,8891 ,PROCEDURE,NA,NA,MRI BRAIN AND BRAIN STEM 
101669,8892 ,PROCEDURE,NA,NA,MRI CHEST AND MYOCARDIUM 
101670,8893 ,PROCEDURE,NA,NA,MAGN RESON IMAG SPINAL C 
101671,8896 ,PROCEDURE,NA,NA,OTH INTRAOPERATIVE MRI   
101672,8897 ,PROCEDURE,NA,NA,MRI OF OTHER/UNSP SITE   
101673,8903 ,PROCEDURE,NA,NA,COMPREHEN INTERVIEW/EVAL 
101674,8914 ,PROCEDURE,NA,NA,ELECTROENCEPHALOGRAM     
101675,8918 ,PROCEDURE,NA,NA,OTHER SLEEP DISORDER FUN 
101676,8919 ,PROCEDURE,NA,NA,VID/RAD-TELEM ELECTROENC 
101677,8922 ,PROCEDURE,NA,NA,CYSTOMETROGRAM           
101678,8926 ,PROCEDURE,NA,NA,GYNECOLOGIC EXAMINATION  
101679,8932 ,PROCEDURE,NA,NA,ESOPHAGEAL MANOMETRY     
101680,8934 ,PROCEDURE,NA,NA,DIGITAL RECTAL EXAM      
101681,8937 ,PROCEDURE,NA,NA,VITAL CAPACITY DETERMIN  
101682,8938 ,PROCEDURE,NA,NA,RESPIRATORY MEASURE NEC  
101683,8939 ,PROCEDURE,NA,NA,NONOPERATIVE EXAMS NEC   
101684,8941 ,PROCEDURE,NA,NA,TREADMILL STRESS TEST    
101685,8944 ,PROCEDURE,NA,NA,CARDIAC STRESS TEST NEC  
101686,8945 ,PROCEDURE,NA,NA,PACEMAKER RATE CHECK     
101687,8948 ,PROCEDURE,NA,NA,PACEMAKER VOLT THRESHOLD 
101688,8949 ,PROCEDURE,NA,NA,AUTOMATIC IMPLANTABLE CA 
101689,8950 ,PROCEDURE,NA,NA,AMBULAT CARD MONITORING  
101690,8952 ,PROCEDURE,NA,NA,ELECTROCARDIOGRAM        
101691,8959 ,PROCEDURE,NA,NA,NONOP CARDIOVAS EXAM NEC 
101692,8960 ,PROCEDURE,NA,NA,CONT INTRA-ARTERIAL BLD  
101693,8961 ,PROCEDURE,NA,NA,ARTERIAL PRESSURE MONIT  
101694,8962 ,PROCEDURE,NA,NA,CVP MONITORING           
101695,8963 ,PROCEDURE,NA,NA,PULMON ART PRESS MONITOR 
101696,8964 ,PROCEDURE,NA,NA,PULMON ART WEDGE MONITOR 
101697,8965 ,PROCEDURE,NA,NA,ARTERIAL BLD GAS MEASURE 
101698,8967 ,PROCEDURE,NA,NA,OXYGEN CONSUMPTION MONIT 
101699,8968 ,PROCEDURE,NA,NA,CARDIAC OUTPUT-THERMODIL 
101700,8969 ,PROCEDURE,NA,NA,CORONARY BLD FLOW MONIT  
101701,9163 ,PROCEDURE,NA,NA,C & S-INTEGUMENT         
101702,9172 ,PROCEDURE,NA,NA,CULTURE-OP WOUND         
101703,9204 ,PROCEDURE,NA,NA,GI SCAN & ISOTOPE FUNCT  
101704,9205 ,PROCEDURE,NA,NA,C-VASC SCAN/ISOTOP FUNCT 
101705,9215 ,PROCEDURE,NA,NA,PULMONARY SCAN           
101706,9224 ,PROCEDURE,NA,NA,TELERADIOTH/1-25 MEV PRO 
101707,9227 ,PROCEDURE,NA,NA,RADIOACTIVE ELEM IMPLANT 
101708,9229 ,PROCEDURE,NA,NA,RADIOTHERAPEUT PROC NEC  
101709,9230 ,PROCEDURE,NA,NA,STEREOTACTIC RADSURG NOS 
101710,9232 ,PROCEDURE,NA,NA,MULTI-SRCE PHOTON RADSRG 
80114,0317,MICROBIOLOGY,ORGANISM,ASPERGILLUS FLAVUS,NA
80115,0319,MICROBIOLOGY,ORGANISM,PROPIONIBACTERIUM SPECIES,NA
80116,0322,MICROBIOLOGY,ORGANISM,FUSARIUM SPECIES,NA
80117,0326,MICROBIOLOGY,ORGANISM,AUREOBASIDIUM PULLULANS,NA
80118,0328,MICROBIOLOGY,ORGANISM,STREPTOCOCCUS SALIVARIUS,NA
80119,0329,MICROBIOLOGY,ORGANISM,NUTRITIONALLY VARIANT STREPTOCOCCUS,NA
80120,0336,MICROBIOLOGY,ORGANISM,STREPTOCOCCUS CONSTELLATUS,NA
80121,0342,MICROBIOLOGY,ORGANISM,BACTEROIDES FRAGILIS,NA
80122,0352,MICROBIOLOGY,ORGANISM,KLUYVERA SPECIES,NA
80123,0380,MICROBIOLOGY,ORGANISM,ANAEROBIC BACTERIA,NA
80124,0395,MICROBIOLOGY,ORGANISM,EXOPHIALA JEANSELMEI,NA
80125,0400,MICROBIOLOGY,ORGANISM,FUSOBACTERIUM SPECIES,NA
80126,0402,MICROBIOLOGY,ORGANISM,CLADOSPORIUM SPECIES,NA
80127,0407,MICROBIOLOGY,ORGANISM,FUNGUS,NA
80128,0408,MICROBIOLOGY,ORGANISM,FUSOBACTERIUM NUCLEATUM,NA
80129,0416,MICROBIOLOGY,ORGANISM,CLOSTRIDIUM SEPTICUM,NA
80130,0432,MICROBIOLOGY,ORGANISM,MYCELIA STERILIA,NA
80131,0444,MICROBIOLOGY,ORGANISM,SALMONELLA HADAR,NA
80132,0452,MICROBIOLOGY,ORGANISM,ENTAMOEBA COLI,NA
80133,0454,MICROBIOLOGY,ORGANISM,GIARDIA LAMBLIA,NA
80134,0456,MICROBIOLOGY,ORGANISM,ENDOLIMAX NANA,NA
80135,0464,MICROBIOLOGY,ORGANISM,ASCARIS LUMBRICOIDES,NA
80136,0470,MICROBIOLOGY,ORGANISM,ACTINOMYCES ODONTOLYTICUS,NA
80137,0474,MICROBIOLOGY,ORGANISM,CANDIDA LUSITANIAE,NA
80138,0477,MICROBIOLOGY,ORGANISM,STAPHYLOCOCCUS SPECIES,NA
80139,0483,MICROBIOLOGY,ORGANISM,CLOSTRIDIUM DIFFICILE,NA
80140,0486,MICROBIOLOGY,ORGANISM,BLASTOCYSTIS HOMINIS,NA
80141,0494,MICROBIOLOGY,ORGANISM,CORYNEBACTERIUM JEIKEIUM (C.D.C. GROUP JK),NA
80142,0497,MICROBIOLOGY,ORGANISM,FUSOBACTERIUM NECROPHORUM,NA
80143,0498,MICROBIOLOGY,ORGANISM,CYTOMEGALOVIRUS ,NA
80144,0500,MICROBIOLOGY,ORGANISM,HERPES SIMPLEX VIRUS TYPE 1,NA
80145,0501,MICROBIOLOGY,ORGANISM,HERPES SIMPLEX VIRUS TYPE 2,NA
80146,0502,MICROBIOLOGY,ORGANISM,ADENOVIRUS,NA
80147,0508,MICROBIOLOGY,ORGANISM,CHLAMYDIA TRACHOMATIS,NA
80148,0530,MICROBIOLOGY,ORGANISM,ASPERGILLUS VERSICOLOR GROUP ,NA
80149,0539,MICROBIOLOGY,ORGANISM,PAECILOMYCES SPECIES,NA
80150,0540,MICROBIOLOGY,ORGANISM,TRICHODERMA SP.,NA
80151,0550,MICROBIOLOGY,ORGANISM,CITROBACTER  KOSERI (DIVERSUS),NA
80152,0557,MICROBIOLOGY,ORGANISM,ESCHERICHIA FERGUSONII,NA
80153,0574,MICROBIOLOGY,ORGANISM,MORAXELLA OSLOENSIS,NA
80154,0589,MICROBIOLOGY,ORGANISM,RHIZOMUCOR SPECIES,NA
80155,0591,MICROBIOLOGY,ORGANISM,"STAPHYLOCOCCUS, COAGULASE NEGATIVE",NA
80156,0597,MICROBIOLOGY,ORGANISM,CORYNEBACTERIUM STRIATUM,NA
80157,0598,MICROBIOLOGY,ORGANISM,ACREMONIUM SPECIES,NA
80158,0607,MICROBIOLOGY,ORGANISM,MYCOBACTERIUM AVIUM COMPLEX,NA
80159,0614,MICROBIOLOGY,ORGANISM,MYCOBACTERIUM TUBERCULOSIS COMPLEX,NA
80160,0622,MICROBIOLOGY,ORGANISM,BACILLUS SUBTILIS ,NA
80161,0626,MICROBIOLOGY,ORGANISM,STRONGYLOIDES STERCORALIS ,NA
80162,0658,MICROBIOLOGY,ORGANISM,STAPHYLOCOCCUS LUGDUNENSIS,NA
80163,0660,MICROBIOLOGY,ORGANISM,MOLD,NA
80164,0661,MICROBIOLOGY,ORGANISM,ENTEROBACTER ASBURIAE,NA
80165,0663,MICROBIOLOGY,ORGANISM,TRICHOPHYTON SPECIES,NA
80166,0665,MICROBIOLOGY,ORGANISM,LACTOBACILLUS CASEI,NA
80167,0672,MICROBIOLOGY,ORGANISM,STREPTOCOCCUS MILLERI,NA
80168,0680,MICROBIOLOGY,ORGANISM,ENTEROCOCCUS FAECIUM,NA
80169,0681,MICROBIOLOGY,ORGANISM,ENTAMOEBA HARTMANNI,NA
80170,0683,MICROBIOLOGY,ORGANISM,LEUCONOSTOC SPECIES,NA
80171,0687,MICROBIOLOGY,ORGANISM,STREPTOCOCCUS ANGINOSUS,NA
80172,0691,MICROBIOLOGY,ORGANISM,ENTEROCOCCUS FAECALIS,NA
80173,0699,MICROBIOLOGY,ORGANISM,VEILLONELLA SPECIES,NA
80174,0707,MICROBIOLOGY,ORGANISM,CURVULARIA SP.,NA
80175,0713,MICROBIOLOGY,ORGANISM,VIRUS,NA
80176,0714,MICROBIOLOGY,ORGANISM,VARICELLA-ZOSTER VIRUS,NA
80177,0715,MICROBIOLOGY,ORGANISM,RESPIRATORY SYNCYTIAL VIRUS (RSV),NA
80178,0716,MICROBIOLOGY,ORGANISM,INFLUENZA A VIRUS,NA
80179,0717,MICROBIOLOGY,ORGANISM,INFLUENZA B VIRUS,NA
80180,0721,MICROBIOLOGY,ORGANISM,PARAINFLUENZA VIRUS TYPE 1,NA
80181,0723,MICROBIOLOGY,ORGANISM,PARAINFLUENZA VIRUS TYPE 3,NA
80182,0730,MICROBIOLOGY,ORGANISM,OCHROBACTRUM ANTHROPI,NA
80183,0733,MICROBIOLOGY,ORGANISM,GEMELLA (STREPTOCOCCUS) MORBILLORUM,NA
80184,0735,MICROBIOLOGY,ORGANISM,ENTEROCOCCUS GALLINARUM,NA
80185,0736,MICROBIOLOGY,ORGANISM,CAMPYLOBACTER JEJUNI,NA
80186,0740,MICROBIOLOGY,ORGANISM,PSEUDALLESCHERIA BOYDII ,NA
80187,0746,MICROBIOLOGY,ORGANISM,NOCARDIA ASTEROIDES COMPLEX ,NA
80188,0747,MICROBIOLOGY,ORGANISM,SCEDOSPORIUM APIOSPERMUM,NA
80189,0749,MICROBIOLOGY,ORGANISM,PEDIOCOCCUS SPECIES,NA
80190,0752,MICROBIOLOGY,ORGANISM,SYNCEPHALASTRUM SPECIES,NA
80191,0755,MICROBIOLOGY,ORGANISM,"HAEMOPHILUS INFLUENZAE, BETA-LACTAMASE POSITIVE",NA
80192,0756,MICROBIOLOGY,ORGANISM,"HAEMOPHILUS INFLUENZAE, BETA-LACTAMASE NEGATIVE",NA
80193,0757,MICROBIOLOGY,ORGANISM,CORYNEBACTERIUM UREALYTICUM SP. NOV.,NA
80194,0759,MICROBIOLOGY,ORGANISM,ACINETOBACTER BAUMANNII,NA
80195,0761,MICROBIOLOGY,ORGANISM,AEROMONAS SPECIES,NA
80196,0763,MICROBIOLOGY,ORGANISM,SALMONELLA SPECIES,NA
80197,0788,MICROBIOLOGY,ORGANISM,CITROBACTER YOUNGAE,NA
80198,0789,MICROBIOLOGY,ORGANISM,HAEMOPHILUS INFLUENZAE,NA
80199,0794,MICROBIOLOGY,ORGANISM,MALASSEZIA FURFUR,NA
80200,0798,MICROBIOLOGY,ORGANISM,CHAETOMIUM SPECIES,NA
80201,0803,MICROBIOLOGY,ORGANISM,CITROBACTER KOSERI,NA
80202,0809,MICROBIOLOGY,ORGANISM,LEGIONELLA PNEUMOPHILA ,NA
80203,0810,MICROBIOLOGY,ORGANISM,BORDETELLA SPECIES,NA
80204,0823,MICROBIOLOGY,ORGANISM,ENTEROCOCCUS CASSELIFLAVUS,NA
80205,0826,MICROBIOLOGY,ORGANISM,BACTEROIDES UREOLYTICUS GROUP,NA
80206,0832,MICROBIOLOGY,ORGANISM,RHINOVIRUS,NA
80207,0835,MICROBIOLOGY,ORGANISM,STREPTOCOCCUS SPECIES,NA
80208,0836,MICROBIOLOGY,ORGANISM,BURKHOLDERIA SPECIES,NA
80209,0840,MICROBIOLOGY,ORGANISM,LISTERIA SPECIES,NA
80210,0852,MICROBIOLOGY,ORGANISM,CAPNOCYTOPHAGA SPECIES,NA
80211,0854,MICROBIOLOGY,ORGANISM,STACHYBOTRYS SPP.,NA
80212,0858,MICROBIOLOGY,ORGANISM,PORPHYROMONAS SPECIES,NA
80213,0862,MICROBIOLOGY,ORGANISM,"BETA STREPTOCOCCI, NOT GROUP A",NA
80214,0864,MICROBIOLOGY,ORGANISM,PREVOTELLA (BACTEROIDES) BUCCAE,NA
80215,0865,MICROBIOLOGY,ORGANISM,ASPERGILLUS NIDULANS,NA
80216,0872,MICROBIOLOGY,ORGANISM,ACINETOBACTER SP.,NA
80217,0888,MICROBIOLOGY,ORGANISM,ENTAMOEBA HISTOLYTICA/DISPAR,NA
80218,0893,MICROBIOLOGY,ORGANISM,ENTEROBACTERIACEAE,NA
80219,0894,MICROBIOLOGY,ORGANISM,2ND ISOLATE,NA
80220,0898,MICROBIOLOGY,ORGANISM,AFB GROWN IN CULTURE; ADDITIONAL INFORMATION TO FOLLOW,NA
80221,0899,MICROBIOLOGY,ORGANISM,CORYNEBCATERIUM AMYCOLATUM,NA
80222,0903,MICROBIOLOGY,ORGANISM,POSITIVE FOR GROUP B BETA STREP,NA
80223,0906,MICROBIOLOGY,ORGANISM,PROBABLE ENTEROCOCCUS,NA
101711,9239 ,PROCEDURE,NA,NA,STEREOTACTIC RADIOSG NEC 
101712,9301 ,PROCEDURE,NA,NA,FUNCTIONAL PT EVALUATION 
101713,9303 ,PROCEDURE,NA,NA,PROSTHETIC EVALUATION    
101714,9308 ,PROCEDURE,NA,NA,ELECTROMYOGRAPHY         
101715,9316 ,PROCEDURE,NA,NA,OTHER JOINT MOBILIZATION 
101716,9326 ,PROCEDURE,NA,NA,MANUAL RUPT JOINT ADHES  
101717,9329 ,PROCEDURE,NA,NA,FORCIB CORRECT DEFOR NEC 
101718,9341 ,PROCEDURE,NA,NA,SPINE TRACT W SKULL DEV  
101719,9342 ,PROCEDURE,NA,NA,OTHER SPINAL TRACTION    
101720,9344 ,PROCEDURE,NA,NA,OTHER SKELETAL TRACTION  
101721,9346 ,PROCEDURE,NA,NA,LIMB SKIN TRACTION NEC   
101722,9352 ,PROCEDURE,NA,NA,NECK SUPPORT APPLICATION 
101723,9353 ,PROCEDURE,NA,NA,OTHER CAST APPLICATION   
101724,9354 ,PROCEDURE,NA,NA,APPLICATION OF SPLINT    
101725,9355 ,PROCEDURE,NA,NA,DENTAL WIRING            
101726,9356 ,PROCEDURE,NA,NA,PRESSURE DRESSING APPLIC 
101727,9357 ,PROCEDURE,NA,NA,DRESSING OF WOUND NEC    
101728,9359 ,PROCEDURE,NA,NA,IMMOBILIZ/WOUND ATTN NEC 
101729,9390 ,PROCEDURE,NA,NA,NON-INVASIVE MECHANICAL  
101730,9391 ,PROCEDURE,NA,NA,IPPB                     
101731,9393 ,PROCEDURE,NA,NA,NONMECHAN RESUSCITATION  
101732,9394 ,PROCEDURE,NA,NA,NEBULIZER THERAPY        
101733,9396 ,PROCEDURE,NA,NA,OXYGEN ENRICHMENT NEC    
101734,9399 ,PROCEDURE,NA,NA,OTHER RESP PROCEDURES    
101735,9411 ,PROCEDURE,NA,NA,PSYCHIAT MENTAL DETERMIN 
101736,9425 ,PROCEDURE,NA,NA,PSYCHIAT DRUG THERAP NEC 
101737,9427 ,PROCEDURE,NA,NA,ELECTROSHOCK THERAPY NEC 
101738,9449 ,PROCEDURE,NA,NA,OTHER COUNSELLING        
101739,9462 ,PROCEDURE,NA,NA,ALCOHOL DETOXIFICATION   
101740,9463 ,PROCEDURE,NA,NA,ALCOHOL REHAB & DETOXIFI 
101741,9465 ,PROCEDURE,NA,NA,DRUG DETOXIFICATION      
101742,9468 ,PROCEDURE,NA,NA,ALCOHOL & DRUG DETOXIFIC 
101743,9503 ,PROCEDURE,NA,NA,EXTENDED OPHTHAL WORK-UP 
101744,9525 ,PROCEDURE,NA,NA,ELECTROMYOGRAM OF EYE    
101745,9543 ,PROCEDURE,NA,NA,AUDIOLOGICAL EVALUATION  
101746,9547 ,PROCEDURE,NA,NA,HEARING EXAMINATION NOS  
101747,9601 ,PROCEDURE,NA,NA,INSERT NASOPHARYN AIRWAY 
101748,9602 ,PROCEDURE,NA,NA,INSERT OROPHARYN AIRWAY  
101749,9604 ,PROCEDURE,NA,NA,INSERT ENDOTRACHEAL TUBE 
101750,9605 ,PROCEDURE,NA,NA,RESP TRACT INTUBAT NEC   
101751,9606 ,PROCEDURE,NA,NA,INSERT SENGSTAKEN TUBE   
101752,9607 ,PROCEDURE,NA,NA,INSERT GASTRIC TUBE NEC  
101753,9608 ,PROCEDURE,NA,NA,INSERT INTESTINAL TUBE   
101754,9609 ,PROCEDURE,NA,NA,INSERT RECTAL TUBE       
101755,9614 ,PROCEDURE,NA,NA,VAGINAL PACKING          
101756,9618 ,PROCEDURE,NA,NA,OTH VAGIN PESSARY INSERT 
101757,9619 ,PROCEDURE,NA,NA,RECTAL PACKING           
101758,9622 ,PROCEDURE,NA,NA,DILATION OF RECTUM       
101759,9623 ,PROCEDURE,NA,NA,DILATION ANAL SPHINCTER  
101760,9624 ,PROCEDURE,NA,NA,DILAT ENTEROSTOMY STOMA  
101761,9625 ,PROCEDURE,NA,NA,THERAPEUT DISTENT BLADD  
101762,9626 ,PROCEDURE,NA,NA,MANUAL REDUC RECT PROLAP 
101763,9627 ,PROCEDURE,NA,NA,MANUAL REDUCTION HERNIA  
101764,9633 ,PROCEDURE,NA,NA,GASTRIC LAVAGE           
101765,9634 ,PROCEDURE,NA,NA,GASTRIC TUBE IRRIGAT NEC 
101766,9635 ,PROCEDURE,NA,NA,GASTRIC GAVAGE           
101767,9636 ,PROCEDURE,NA,NA,GI OSTOMY IRRIGATION     
101768,9638 ,PROCEDURE,NA,NA,IMPACTED FECES REMOVAL   
101769,9639 ,PROCEDURE,NA,NA,OTHER TRANSANAL ENEMA    
101770,9641 ,PROCEDURE,NA,NA,BILIARY TUBE IRRIGATION  
101771,9648 ,PROCEDURE,NA,NA,INDWELL CATH IRRIG NEC   
101772,9649 ,PROCEDURE,NA,NA,OTHER GU INSTILLATION    
101773,9652 ,PROCEDURE,NA,NA,IRRIGATION OF EAR        
101774,9653 ,PROCEDURE,NA,NA,IRRIGATION OF NASAL PASS 
101775,9654 ,PROCEDURE,NA,NA,DENTAL SCALING & DEBRIDE 
101776,9655 ,PROCEDURE,NA,NA,TRACHEOSTOMY TOILETTE    
101777,9656 ,PROCEDURE,NA,NA,BRONCH/TRACH LAVAGE NEC  
101778,9657 ,PROCEDURE,NA,NA,VASCULAR CATH IRRIGATION 
101779,9659 ,PROCEDURE,NA,NA,WOUND IRRIGATION NEC     
101780,966  ,PROCEDURE,NA,NA,EXT INFUS CONC NUTRITION 
101781,9670 ,PROCEDURE,NA,NA,CONTINUOUS INVASIVE MECH 
101782,9671 ,PROCEDURE,NA,NA,CONTINUOUS INVASIVE MECH 
101783,9672 ,PROCEDURE,NA,NA,CONTINUOUS INVASIVE MECH 
101784,9701 ,PROCEDURE,NA,NA,REPLACE GAST/ESOPH TUBE  
101785,9702 ,PROCEDURE,NA,NA,REPLACE GASTROSTOMY TUBE 
101786,9703 ,PROCEDURE,NA,NA,REPLACE SMALL BOWEL TUBE 
101787,9705 ,PROCEDURE,NA,NA,REPLACE BILIARY OR PANC  
101788,9712 ,PROCEDURE,NA,NA,REPLACE LOWER LIMB CAST  
101789,9714 ,PROCEDURE,NA,NA,REPLAC M/S IMMOB DEV NEC 
101790,9723 ,PROCEDURE,NA,NA,REPLACE TRACH TUBE       
101791,9729 ,PROCEDURE,NA,NA,NON-OP REPLACEMENT NEC   
101792,9732 ,PROCEDURE,NA,NA,REMOVE NASAL PACKING     
101793,9733 ,PROCEDURE,NA,NA,REMOVE DENTAL WIRING     
101794,9737 ,PROCEDURE,NA,NA,REMOVE TRACHEOSTOMY TUBE 
101795,9738 ,PROCEDURE,NA,NA,REMOVE HEAD/NECK SUTURES 
101796,9739 ,PROCEDURE,NA,NA,REMOVE HEAD/NECK DEV NEC 
101797,9741 ,PROCEDURE,NA,NA,REMOV THORACOTOMY TUBE   
101798,9744 ,PROCEDURE,NA,NA,NONOP REMOVAL HEART ASSI 
101799,9749 ,PROCEDURE,NA,NA,REMOV THOR THER DEV NEC  
101800,9751 ,PROCEDURE,NA,NA,REMOV GASTROSTOMY TUBE   
101801,9752 ,PROCEDURE,NA,NA,REMOV SMALL BOWEL TUBE   
101802,9753 ,PROCEDURE,NA,NA,REMOV LARGE BOWEL TUBE   
101803,9754 ,PROCEDURE,NA,NA,REMOV CHOLECYSTOST TUBE  
101804,9755 ,PROCEDURE,NA,NA,REMOV BILIARY/LIVER TUBE 
101805,9756 ,PROCEDURE,NA,NA,REMOV PANCREATIC TUBE    
101806,9759 ,PROCEDURE,NA,NA,REMOV OTHER GI DEVICE    
101807,9761 ,PROCEDURE,NA,NA,REMOV PYELOS/NEPHROS TUB 
101808,9762 ,PROCEDURE,NA,NA,REMOV URETERAL DRAIN     
101809,9764 ,PROCEDURE,NA,NA,REMOV URIN DRAINAGE NEC  
101810,9771 ,PROCEDURE,NA,NA,REMOVAL IUD              
101811,9775 ,PROCEDURE,NA,NA,REMOV VAG/VULV PACKING   
101812,9782 ,PROCEDURE,NA,NA,REMOV PERITONEAL DRAIN   
101813,9785 ,PROCEDURE,NA,NA,REMOV TRUNK PACKING NEC  
101814,9787 ,PROCEDURE,NA,NA,REMOV TRUNK DEVICE NEC   
101815,9788 ,PROCEDURE,NA,NA,REMOV EXT IMMOBILIZATION 
101816,9789 ,PROCEDURE,NA,NA,REMOV THERAPEUT DEV NEC  
101817,9801 ,PROCEDURE,NA,NA,REMOV INTRALUM MOUTH FB  
101818,9802 ,PROCEDURE,NA,NA,REMOV INTRALUM ESOPH FB  
101819,9803 ,PROCEDURE,NA,NA,REMOV INTRALUM GASTR FB  
101820,9804 ,PROCEDURE,NA,NA,REMOV INTRALUM COLON FB  
101821,9813 ,PROCEDURE,NA,NA,REMOV INTRALUM PHARYN FB 
101822,9814 ,PROCEDURE,NA,NA,REMOV INTRALUM LARYN FB  
101823,9815 ,PROCEDURE,NA,NA,REMOV INTRALUM TRACH FB  
101824,9820 ,PROCEDURE,NA,NA,REMOVAL OF FB NOS        
101825,9821 ,PROCEDURE,NA,NA,REMOVAL SUPERFIC FB EYE  
101826,9822 ,PROCEDURE,NA,NA,REMOVAL HEAD/NECK FB     
101827,9826 ,PROCEDURE,NA,NA,REMOVAL FB FROM HAND     
101828,9827 ,PROCEDURE,NA,NA,REMOVAL FB FROM ARM      
101829,9851 ,PROCEDURE,NA,NA,"ESWL KIDNEY,URETER,AND/O "
101830,9900 ,PROCEDURE,NA,NA,PERIO AUTO TRANS BLOOD   
101831,9901 ,PROCEDURE,NA,NA,EXCHANGE TRANSFUSION     
101832,9902 ,PROCEDURE,NA,NA,TRANSFUSION AUTOLO BLOOD 
101833,9903 ,PROCEDURE,NA,NA,WHOLE BLOOD TRANSFUS NEC 
80224,0907,MICROBIOLOGY,ORGANISM,BETA STREPTOCOCCUS NOT GROUP A OR B,NA
80225,0909,MICROBIOLOGY,ORGANISM,"NON-FERMENTER, NOT PSEUDOMONAS AERUGINOSA",NA
80226,0910,MICROBIOLOGY,ORGANISM,PROBABLE LACTOBACILLUS SPECIES,NA
80227,0911,MICROBIOLOGY,ORGANISM,PROBABLE GARDNERELLA VAGINALIS,NA
80228,0912,MICROBIOLOGY,ORGANISM,CANDIDA (TORULOPSIS) GLABRATA,NA
